"cohort","labanimalid","rfid","sex","box","sha_mean_delta_esc_08_10","sha_mean_08_10","sha_mean_inactive_08_10","sha_mean_to_08_10","sha_loading_phase_intake_08_10","sha_titration_phase_08_10","sha_iti_median_08_10","sha_mean_iti","sha_behavior_stability_08_10","sha_behavior_stability_08_10_na","sha_mean_01_03","sha_mean_inactive_01_03","sha_mean_to_01_03","sha_loading_phase_intake_01_03","sha_titration_phase_01_03","sha_iti_median_01_03","sha_mean_iti_2","sha_behavior_stability_01_03","sha_sd_iti_na_2","sha_rewards_first1hr_2","lga_mean_delta_esc_12_14","lga_mean_12_14","lga_mean_inactive_12_14","lga_mean_to_12_14","lga_loading_phase_intake_12_14","lga_titration_phase_12_14","lga_iti_median_12_14","lga_mean_iti","lga_behavior_stability_12_14","lga_behavior_stability_12_14_na","shock_03","shock_03_pre","shock_03_avg1h","irr_age","irr_agg_change","irr_def_change","irr_total_change","pr_01_sha","pr_02_lga","pr_03_postshock","pr_01_sha_breakpoint","pr_02_lga_breakpoint","pr_03_postshock_breakpoint","pr_max_02_03","pr_max_02_03_breakpoint","weight_surgery","sha_01_age","sha_08_age","lga_12_age","shock_03_age","pr_01_age","pr_02_age","pr_03_age","sha_coefficient_of_variation","sha_coefficient_of_variation_2","lga_coefficient_of_variation","addiction_index_no_sex_z","add_index_sexcohort_z","add_ind_calc_no_z_shock_03","addiction_index_no_sex_z_shock_03_avg1h","add_index_palmer_shock_03_avg1h","add_ind_calc_no_z_shock_03_avg1h","add_ind_olivier","room"
"C03","F316","933000120138633","F","16.0",-1.028515527908883,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,nan,NULL,nan,0.0,1.6666666666666667,0.6666666666666666,1.0,2.0,1.0,NULL,NULL,2140.0,NULL,NULL,0.1809803654757869,117.66666666666669,0.0,28.33333333333333,17.0,39.0,165.0,NULL,302.93601803088416,302.93601803088416,6.0,-0.7692307692307693,-0.7534246575342466,77.0,4.0,-0.3333333333333339,3.6666666666666656,0.0,8.0,10.0,0.0,25.0,40.0,10.0,40.0,177.0,80.0,89.0,111.0,125.0,95.0,117.0,122.0,nan,0.6004489337822672,1.689952284201617,-0.03790209637222727,-0.4135975061537476,-0.1495336360913061,-0.855716657181264,-0.855716657181264,-0.24492039144872016,-0.5596875779778803,"NaN"
"C04","F420","933000120138596","F","NaN",nan,nan,nan,nan,nan,nan,nan,NULL,nan,nan,nan,nan,nan,nan,nan,NULL,NULL,nan,NULL,NULL,nan,nan,nan,nan,nan,nan,nan,NULL,nan,nan,nan,nan,nan,53.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,147.0,56.0,65.0,86.0,101.0,70.0,92.0,95.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"NaN"
"C05","F522","933000120138715","F","6.0",-0.8193582576269145,0.6666666666666666,0.0,0.0,0.33333333333333304,0.0,600.0,NULL,nan,0.0,1.3333333333333333,0.3333333333333333,0.33333333333333304,nan,nan,NULL,NULL,nan,NULL,NULL,83.6666666666667,108.5,0.5,25.0,3.3333333333333304,10.3333333333333,233.333333333333,NULL,114.85343926141,114.85343926141,1.0,-0.95,-0.936170212765957,72.0,12.0,-2.0,10.0,0.0,100.0,13.0,1.0,1.0,77.0,13.0,77.0,180.0,75.0,84.0,105.0,120.0,89.0,112.0,117.0,nan,nan,0.4975789912895471,-0.09672524809924617,-0.3381942690575097,-0.9839682473662492,nan,0.2892116197121,nan,0.2326650672651241,"MED1110"
"C07","F709","933000320046382","F","9.0",1.572449650680532,45.0,1.3333333333333333,19.666666666666668,15.0,58.0,127.0,NULL,99.45478436069028,99.45478436069028,5.333333333333333,1.6666666666666667,1.3333333333333333,2.0,5.0,NULL,NULL,978.166380252164,NULL,NULL,0.5248212888017487,111.33333333333331,0.0,12.666666666666664,23.0,47.0,187.0,NULL,70.56004535663355,70.56004535663355,7.0,-0.7083333333333334,-0.7375,64.0,-1.0,-4.0,-5.0,12.0,14.0,12.0,62.0,95.0,62.0,14.0,95.0,139.0,67.0,76.0,98.0,105.0,81.0,103.0,110.0,0.6249657971822868,1.1445691218072125,0.3636266330325197,0.5498420254790812,0.6059638938703696,-0.0452293096819382,-0.6487084410634438,-0.7707460939468125,-0.2403931189178781,0.4739745047292034,"MED1110"
"C07","M778","933000320045799","M","10.0",-0.5096924122670476,3.0,0.6666666666666666,0.6666666666666666,2.0,5.0,195.0,NULL,1922.4980060674527,2028.895463053728,3.333333333333333,3.0,0.6666666666666666,2.0,5.0,NULL,NULL,1196.5170542973844,NULL,NULL,-0.12944884493093595,71.66666666666667,1.0,31.0,7.0,23.0,137.0,NULL,455.76654706704653,455.76654706704653,nan,nan,nan,72.0,-1.5,-4.0,-5.5,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,231.0,75.0,84.0,106.0,113.0,89.0,111.0,118.0,1.3056013623548068,0.6789574724450139,1.6246722487593133,-0.9381002804310988,-0.9196957110928048,-0.7753595945475135,nan,nan,nan,-0.5993250044938462,"MED1114"
"C08","M866","933000320047290","M","14.0",-1.0134583936129375,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.0,2.0,23.0,NULL,0.0,0.0,0.3333333333333333,5.333333333333333,0.0,1.0,0.0,NULL,NULL,nan,NULL,NULL,-1.5482316073622409,3.6666666666666665,4.333333333333333,0.3333333333333333,3.0,2.0,1273.5,NULL,5709.8350006261135,5709.8350006261135,nan,nan,nan,62.0,-4.000000000000001,-0.3333333333333335,-4.333333333333334,1.0,2.0,5.0,1.0,4.0,12.0,5.0,12.0,210.0,69.0,78.0,101.0,108.0,85.0,106.0,112.0,0.0,nan,1.8761522982301269,-1.0864954651070662,-0.9520040814087474,-0.8796639209568814,nan,nan,nan,-0.9754374310239041,"BSB273D"
"C09","M953","933000320047037","M","1.0",-1.0231866972204633,2.0,4.0,0.3333333333333333,4.0,0.666666666666667,415.0,NULL,1164.6659988549886,1164.6659988549886,26.33333333333333,24.66666666666667,10.0,6.0,38.0,NULL,NULL,438.0030821414092,NULL,NULL,-1.7624064141789506,2.0,5.333333333333333,0.6666666666666666,3.0,0.0,500.0,NULL,6782.438417625986,0.0,nan,nan,nan,65.0,24.0,0.3333333333333335,24.33333333333333,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,233.0,72.0,81.0,102.0,109.0,86.0,107.0,111.0,1.0797274402240316,1.6235787076402035,1.328413870397464,-1.3329585082092406,-1.3740214703539182,-1.0882725737756171,nan,nan,nan,-1.5166002416250377,"BSB273D"
"C10","F1021","933000320047899","F","5.0",0.17280154371266435,27.33333333333333,0.3333333333333333,5.666666666666668,19.0,29.0,158.0,NULL,234.53989294871246,234.53989294871246,4.333333333333333,1.0,1.6666666666666667,6.0,6.0,NULL,NULL,1829.148055789908,NULL,NULL,-0.18970049333477584,73.33333333333333,2.6666666666666665,22.66666666666667,11.0,26.0,151.0,NULL,706.972519992923,706.972519992923,9.0,-0.7096774193548387,-0.46,69.0,-1.3333333333333333,6.666666666666666,5.333333333333333,7.0,6.0,10.0,20.0,15.0,40.0,10.0,40.0,156.0,74.0,89.0,114.0,119.0,92.0,117.0,123.0,1.0566064976590035,1.235326572425142,2.614712675991756,-0.021534045203436183,-0.1894176526013415,-0.1495336360913061,-0.2631394984169895,-0.3500280538976422,-0.16150174404171955,-0.4334649070971482,"BSB273C"
"C11","F1110","933000320186989","F","10.0",-1.0997393675863387,0.3333333333333333,1.3333333333333333,0.0,0.0,1.0,nan,NULL,nan,0.0,0.3333333333333333,4.666666666666667,0.0,0.0,1.0,NULL,NULL,nan,NULL,NULL,0.0274413188834326,86.66666666666669,14.0,9.666666666666666,6.0,44.0,155.0,NULL,384.51409669085297,384.51409669085297,2.0,-0.7142857142857143,-0.8536585365853658,nan,nan,nan,nan,0.0,4.0,0.0,0.0,9.0,0.0,4.0,9.0,147.0,71.0,83.0,127.0,135.0,86.0,133.0,140.0,nan,nan,1.5876248770893455,-0.14860010395214435,-0.4497891684267463,-0.6710552681381455,-0.4626491984879633,-0.398376304712729,-0.2734162059622819,-0.40172878772483217,"BSB273B"
"C11","M1177","933000320187202","M","9.0",0.4434912968397168,19.33333333333333,1.3333333333333333,13.333333333333336,6.0,27.0,55.0,NULL,510.5919902386521,510.5919902386521,4.0,1.3333333333333333,1.0,1.0,7.0,NULL,NULL,1488.0964557878617,NULL,NULL,nan,nan,nan,nan,nan,nan,nan,NULL,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,238.0,68.0,80.0,124.0,132.0,83.0,130.0,137.0,1.4373303031592723,1.1493064534532529,nan,nan,nan,nan,nan,nan,nan,nan,"BSB273E"
"C13","F1404","933000320048778","F","4.0",0.7799803000873098,31.0,11.666666666666664,8.0,6.0,51.0,80.0,NULL,366.2575050425588,366.2575050425588,3.333333333333333,7.0,3.6666666666666665,nan,4.0,NULL,NULL,732.5336916313133,NULL,NULL,0.4899180479031803,105.66666666666669,3.333333333333333,4.333333333333333,19.0,42.0,200.0,NULL,93.73838565189024,93.73838565189024,10.0,-0.7222222222222222,-0.6153846153846154,nan,nan,nan,nan,6.0,4.0,8.0,15.0,9.0,25.0,8.0,25.0,175.0,65.0,74.0,95.0,103.0,79.0,100.0,107.0,1.6739374087868315,0.9874085144145756,0.4575162914585372,0.5115412481453699,0.3848487984338984,0.6849009751836371,-0.4807110864454639,-0.8321520423638081,-0.20567654023017146,0.16935929624805232,"BSB273B"
"C13","M1473","933000320049132","M","5.0",-0.21305066278223214,14.333333333333336,7.666666666666668,5.0,3.0,29.0,117.0,NULL,913.8845082257384,913.8845082257384,0.0,3.333333333333333,0.0,nan,nan,NULL,NULL,nan,NULL,NULL,0.1031854012362956,87.33333333333331,0.3333333333333333,0.6666666666666666,5.0,44.0,238.0,NULL,241.06728662559632,241.06728662559632,15.0,-0.4,0.18421052631578952,nan,nan,nan,nan,2.0,9.0,9.0,4.0,32.0,32.0,9.0,32.0,240.0,61.0,70.0,91.0,99.0,75.0,96.0,103.0,2.104875933035616,nan,0.9934354919892034,0.3243758186378019,0.6717775587353869,0.4762923223649013,0.7813146694066614,1.09539943888481,0.021642955528537452,0.6516662190521293,"BSB273E"
"C14","M1558","933000320187911","M","6.0",-0.9668984094534244,2.0,2.0,1.6666666666666667,3.0,3.0,6004.0,NULL,2981.817156627072,2879.5,2.333333333333333,0.0,1.6666666666666667,3.0,1.0,NULL,NULL,1740.3095988932544,NULL,NULL,0.2449869644546996,90.0,0.0,17.0,16.0,45.0,240.0,NULL,116.37027114418896,116.37027114418896,nan,nan,nan,nan,nan,nan,nan,0.0,6.0,11.0,0.0,15.0,50.0,11.0,50.0,210.0,65.0,84.0,107.0,114.0,90.0,112.0,118.0,0.6744158225181859,0.9967408928369156,0.4820401569340561,-0.22519952434541976,-0.1039350836589868,-0.7753595945475135,nan,nan,nan,-0.32351272845499285,"BSB273D"
"C15","F1630","933000320188358","F","4.0",0.9950477110703716,37.333333333333336,5.0,11.666666666666664,14.0,56.0,192.0,NULL,81.51246920650692,81.51246920650692,29.0,45.66666666666666,18.33333333333333,11.0,44.0,NULL,NULL,204.65396760609383,NULL,NULL,0.4389821407625576,114.66666666666669,0.3333333333333333,2.333333333333333,17.0,35.0,187.0,NULL,69.46811638293657,69.46811638293657,2.0,-0.7777777777777778,-0.8867924528301887,nan,nan,nan,nan,9.0,15.0,17.0,32.0,118.0,178.0,17.0,178.0,130.0,52.0,63.0,85.0,93.0,66.0,91.0,98.0,0.4143091230361042,0.8372343680373975,0.3747404344602856,0.6985418380296133,0.4783349811926181,-0.3581422889100419,-0.3513031739485009,-0.6012397749985179,-0.2828359544580857,0.4790932772645157,"BSB273B"
"C16","F1706","933000320188668","F","4.0",1.2879094848539443,39.66666666666666,1.6666666666666667,17.333333333333332,12.0,65.0,140.5,NULL,169.65392836661908,169.65392836661908,4.333333333333333,3.333333333333333,4.0,4.0,6.0,NULL,NULL,1377.6654020479718,NULL,NULL,0.19206568660092546,104.66666666666669,0.0,29.66666666666667,11.0,46.0,201.0,NULL,81.09962083321831,81.09962083321831,nan,nan,nan,nan,nan,nan,nan,7.0,0.0,nan,20.0,0.0,nan,0.0,0.0,158.0,73.0,84.0,107.0,114.0,87.0,112.0,119.0,0.9305776286423216,1.3143153997786412,0.4031066834875241,-0.7524584159412858,-0.8996584835408891,-0.9839682473662492,nan,nan,nan,nan,"BSB273B"
"C01","F2","933000120124703","F","2.0",-0.18244516117925927,11.333333333333336,5.0,4.0,7.0,8.0,47.5,NULL,874.0707833894232,874.0707833894232,1.6666666666666667,2.333333333333333,1.0,0.0,2.0,NULL,NULL,613.0831011281332,NULL,NULL,0.5676782776807907,148.66666666666666,1.6666666666666667,6.0,23.0,65.0,140.0,NULL,74.83478676928354,74.83478676928354,26.0,nan,-0.24999999999999994,nan,nan,nan,nan,6.0,12.0,11.0,15.0,62.0,50.0,12.0,62.0,177.0,78.0,87.0,108.0,122.0,92.0,114.0,117.0,2.198228942821561,0.4805981979055134,0.5139895275708554,1.076615394278741,0.8329862369838654,1.6236399128679482,-0.21069383433184155,-0.21069383433184155,-0.10180016305435637,0.6924149894046159,"NaN"
"C02","F87","933000120138338","F","8.0",-0.3270252678912517,13.333333333333336,6.0,3.0,6.0,22.0,200.0,NULL,818.0374267451828,818.0374267451828,1.0,1.3333333333333333,0.0,0.0,1.0,NULL,NULL,nan,NULL,NULL,-0.20032151318505675,112.33333333333331,0.3333333333333333,36.66666666666666,28.0,51.0,190.0,NULL,89.77873092227269,89.77873092227269,nan,nan,nan,59.0,-3.33333333333334,8.99999999999997,5.66666666666663,6.0,10.0,10.0,15.0,40.0,40.0,10.0,40.0,180.0,60.0,69.0,90.0,108.0,74.0,96.0,104.0,1.4843501932014989,nan,0.465890280565528,-0.038138923142611116,-0.3984066327485471,0.6849009751836371,nan,nan,nan,-0.4598796632756241,"NaN"
"C03","F317","933000120138637","F","1.0",-1.028515527908883,0.3333333333333333,0.0,0.0,0.0,0.33333333333333304,600.0,NULL,nan,0.0,1.3333333333333333,1.0,0.666666666666667,nan,nan,NULL,NULL,nan,NULL,NULL,-1.4560693040551935,51.33333333333334,6.0,34.6666666666667,0.0,13.666666666666698,300.0,NULL,143.417107791381,143.417107791381,5.0,4.0,1.14285714285714,77.0,0.3333333333333333,3.0,3.333333333333333,2.0,1.0,11.0,4.0,2.0,50.0,11.0,50.0,168.0,80.0,89.0,111.0,125.0,95.0,117.0,122.0,nan,nan,0.420895881538892,-0.5239235809604338,-0.9437619703764368,-0.3581422889100419,nan,0.0535506472345644,nan,-1.3319798510241871,"NaN"
"C04","F421","933000120138680","F","8.0",1.15536414721968,39.0,29.66666666666667,15.0,5.0,19.0,208.333333333333,NULL,96.14460551581641,96.14460551581641,2.333333333333333,7.0,0.666666666666667,nan,nan,NULL,NULL,nan,NULL,NULL,1.3465211164328832,171.66666666666666,44.33333333333334,11.666666666666698,10.6666666666667,27.0,140.0,NULL,45.569915718182706,45.569915718182706,24.0,-0.3142857142857143,-0.4,56.0,1.6666666666666667,4.333333333333334,6.000000000000001,6.0,11.0,11.0,15.0,50.0,50.0,11.0,50.0,147.0,59.0,68.0,89.0,104.0,73.0,95.0,98.0,0.441480331450178,nan,0.325606139732705,0.9712156396061744,0.6743974567200911,1.6236399128679482,nan,0.380428172799656,nan,0.5435547473974014,"NaN"
"C05","F523","933000120138754","F","7.0",0.021562059411234714,13.666666666666664,2.6666666666666665,5.0,2.0,6.66666666666667,550.0,NULL,144.834061269659,144.834061269659,2.0,0.6666666666666666,2.6666666666666696,nan,nan,NULL,NULL,nan,NULL,NULL,-1.2278942382623084,29.33333333333333,0.6666666666666666,5.33333333333333,0.666666666666667,1.33333333333333,300.0,NULL,186.43705554812001,186.43705554812001,11.0,1.75,0.941176470588235,72.0,-7.5,11.5,4.0,8.0,4.0,12.0,25.0,9.0,62.0,12.0,62.0,144.0,75.0,84.0,105.0,120.0,89.0,112.0,117.0,0.293252317531368,nan,0.497267328328694,0.14953524276756655,-0.2618366965579786,0.3719879959555334,nan,-0.5184962669756951,nan,-0.6778827481292351,"MED1110"
"C07","F710","933000320046377","F","10.0",0.8492711556741551,32.0,9.666666666666666,5.666666666666668,13.0,45.0,130.0,NULL,239.7718208471928,239.7718208471928,4.666666666666667,5.333333333333333,1.6666666666666667,0.0,6.0,NULL,NULL,1447.7849596042215,NULL,NULL,1.3917135961974938,148.33333333333334,31.0,78.33333333333333,38.0,52.0,127.0,NULL,167.06081516635368,167.06081516635368,12.0,-0.6363636363636364,-0.6974789915966386,64.0,-3.0,0.0,-3.0,11.0,10.0,5.0,50.0,40.0,12.0,10.0,40.0,150.0,67.0,76.0,98.0,105.0,81.0,103.0,110.0,1.07308851485991,1.350889350720709,1.1551354781229013,0.8315074271986619,0.9194425147170278,0.3719879959555334,-0.5703842270691186,-0.6175153172827315,-0.2290154166588817,0.7030469395366022,"MED1110"
"C07","M779","933000320045785","M","11.0",-0.6229573927708361,1.3333333333333333,0.0,0.0,0.0,2.0,722.0,NULL,0.0,0.0,1.6666666666666667,1.0,0.3333333333333333,1.0,3.0,NULL,NULL,1269.0,NULL,NULL,0.2936657249512356,87.33333333333331,1.6666666666666667,7.333333333333332,11.0,46.0,212.0,NULL,88.21912341229107,88.21912341229107,3.0,0.5,-0.7804878048780488,73.0,5.5,-8.0,-2.5,1.0,11.0,1.0,1.0,50.0,1.0,11.0,50.0,228.0,76.0,85.0,107.0,114.0,90.0,112.0,119.0,0.0,0.4871401151631478,0.4140016844316613,-0.12825205768516587,-0.10928486342555943,-0.6710552681381455,-0.7328389056054565,-0.7813696487463475,-0.25261426136738185,-0.20958758989184867,"MED1114"
"C08","M867","933000320047132","M","15.0",-0.6767079780137019,5.333333333333333,3.333333333333333,0.3333333333333333,2.0,9.0,594.0,NULL,1520.4851685988237,1520.4851685988237,5.0,3.0,1.6666666666666667,4.0,6.0,NULL,NULL,1313.800117978378,NULL,NULL,-1.4234189553892904,8.666666666666666,4.666666666666667,0.3333333333333333,7.0,7.0,194.0,NULL,5056.295848631159,5056.295848631159,5.0,-0.6875,0.6666666666666666,63.0,4.0,0.16666666666666652,4.166666666666666,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,252.0,70.0,79.0,102.0,109.0,86.0,107.0,113.0,1.2029886916063972,0.8796786862928544,2.04611088759992,-1.0629676002918929,-0.8063034694171843,-0.0452293096819382,-0.03186976349654007,0.3282433664542697,0.15880197617619726,-0.7100625264390166,"BSB273D"
"C09","M954","933000320047045","M","2.0",-0.9234474897603172,3.333333333333333,3.0,1.3333333333333333,3.0,5.0,1961.0,NULL,1249.766655771209,971.2990064856443,5.0,7.0,2.6666666666666665,2.0,7.0,NULL,NULL,1116.2334980738672,NULL,NULL,-0.2856827110848677,67.0,4.0,28.0,4.0,46.0,255.5,NULL,167.3311120993964,167.3311120993964,1.0,-0.9375,-0.8571428571428571,62.0,0.0,-11.0,-11.0,1.0,10.0,1.0,1.0,40.0,1.0,10.0,40.0,195.0,69.0,78.0,99.0,106.0,83.0,104.0,108.0,0.7339233716777231,1.0419105458063478,0.5775369148758082,-0.370469021541714,-0.31829552432339386,-0.9839682473662492,-0.6751209312554729,-0.7161340167203566,-0.27440677475251524,-0.4284961582646311,"BSB273D"
"C10","F1022","933000320047884","F","6.0",-0.9924884052430548,1.3333333333333333,3.0,1.3333333333333333,1.0,0.33333333333333304,2762.0,NULL,0.0,0.0,0.6666666666666666,1.3333333333333333,0.0,0.0,1.0,NULL,NULL,0.0,NULL,NULL,1.3391196778850762,143.0,1.0,15.666666666666664,32.0,59.0,140.5,NULL,97.13855256425242,97.13855256425242,7.0,-0.8205128205128205,-0.7765957446808509,67.0,2.333333333333333,-1.666666666666667,0.6666666666666665,1.0,10.0,7.0,2.0,40.0,20.0,10.0,40.0,157.0,72.0,87.0,112.0,117.0,90.0,115.0,121.0,0.0,0.0,0.6403649493565797,0.4076137796111716,0.2386370471308315,-0.3581422889100419,-0.5389495811011372,-0.5674882010905054,-0.2515077749527595,-0.0029569945056882787,"BSB273C"
"C11","F1111","933000320187163","F","11.0",1.8236184449849424,42.333333333333336,0.0,8.0,16.0,60.0,159.5,NULL,79.56467960983186,79.56467960983186,15.666666666666664,1.3333333333333333,9.666666666666666,2.0,24.0,NULL,NULL,417.62656318892334,NULL,NULL,0.3116549787475563,98.33333333333331,2.333333333333333,7.333333333333332,12.0,42.0,220.5,NULL,95.84278287574716,95.84278287574716,nan,nan,nan,nan,nan,nan,nan,15.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,164.0,70.0,82.0,126.0,134.0,85.0,132.0,139.0,0.4659497625209762,1.1728088320342498,0.43664819246591935,-0.22231957519284395,-0.5457584645041005,nan,nan,nan,nan,nan,"BSB273B"
"C11","M1178","933000320187204","M","10.0",-0.6170313695161275,1.0,1.6666666666666667,0.0,0.0,1.0,834.0,NULL,0.0,0.0,1.6666666666666667,1.3333333333333333,0.0,0.0,1.0,NULL,NULL,2458.5,NULL,NULL,-1.1089344057508772,2.6666666666666665,1.0,0.0,2.0,1.0,1343.0,NULL,749.628868174112,685.1023646142232,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,68.0,80.0,124.0,132.0,83.0,130.0,137.0,0.0,0.980849790544584,0.5546233117594791,-1.1710917250995496,-0.99090910264882,-1.0882725737756171,nan,nan,nan,-0.8212472405201429,"BSB273E"
"C13","F1405","933000320049033","F","5.0",0.2935409731511381,23.0,0.0,5.333333333333333,8.0,31.0,193.0,NULL,114.191166862992,114.191166862992,6.0,0.3333333333333333,6.666666666666668,1.0,14.0,NULL,NULL,610.4109508264812,NULL,NULL,nan,nan,nan,nan,nan,nan,nan,NULL,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,0.0,nan,nan,nan,nan,158.0,66.0,75.0,96.0,104.0,80.0,101.0,108.0,0.5482770997350118,2.1248930755157156,nan,nan,nan,nan,nan,nan,nan,nan,"BSB273B"
"C13","M1474","933000320048995","M","6.0",0.5919881011658973,25.33333333333333,0.3333333333333333,2.0,10.0,44.0,199.0,NULL,330.8330688157252,330.8330688157252,1.3333333333333333,0.0,0.0,nan,1.0,NULL,NULL,0.0,NULL,NULL,-0.9963311693143956,44.0,1.3333333333333333,1.3333333333333333,nan,52.0,192.0,NULL,199.87810178602192,199.87810178602192,3.0,nan,nan,nan,nan,nan,nan,7.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,182.0,56.0,65.0,86.0,94.0,70.0,91.0,98.0,1.1479069358594958,0.0,0.9428901898046084,-1.0265267687121116,-1.0732262474932568,-0.5667509417287777,nan,nan,nan,-1.607399206670415,"BSB273E"
"C14","M1559","933000320187729","M","7.0",0.6830988763032727,18.666666666666668,2.333333333333333,2.333333333333333,5.0,30.0,246.0,NULL,191.57428588715118,191.57428588715118,8.333333333333334,2.6666666666666665,0.6666666666666666,7.0,6.0,NULL,NULL,272.00032283038695,NULL,NULL,0.2823797116609434,91.66666666666669,9.0,5.333333333333333,17.0,41.0,238.5,NULL,83.7991669156497,83.7991669156497,10.0,-0.5238095238095238,-0.53125,nan,nan,nan,nan,8.0,15.0,14.0,25.0,118.0,95.0,15.0,118.0,231.0,68.0,87.0,110.0,117.0,93.0,115.0,121.0,0.6468393420410915,0.6598309738966273,0.3556962812855093,0.33804557785528405,0.5119732415998416,0.0590750167274297,-0.2511347141828089,-0.26909778106129145,-0.1817576375910035,0.3703149659614931,"BSB273D"
"C15","F1632","933000320188551","F","8.0",-1.3129919501106089,0.0,16.666666666666668,0.0,nan,nan,nan,NULL,nan,nan,0.0,7.666666666666668,0.0,nan,nan,NULL,NULL,nan,NULL,NULL,-0.03908937704419952,92.0,155.0,15.666666666666664,1.0,61.0,161.0,NULL,326.1452998561058,326.1452998561058,2.0,0.0,5.000000000000001,nan,nan,nan,nan,0.0,3.0,1.0,0.0,6.0,2.0,3.0,6.0,110.0,54.0,65.0,87.0,95.0,68.0,93.0,100.0,nan,nan,1.580980625390051,-0.29804294199588005,-0.4410586305661702,-0.1495336360913061,1.1111147191448827,3.8408946782975546,1.3907393616297234,-0.504995114147937,"BSB273B"
"C01","F20","933000120117312","F","4.0",1.853353815543764,44.0,0.0,6.0,4.66666666666667,22.3333333333333,158.333333333333,NULL,48.5799948047884,48.5799948047884,6.666666666666668,2.333333333333333,3.0,nan,nan,NULL,NULL,nan,NULL,NULL,0.008624946207857172,117.66666666666669,0.0,3.0,1.0,18.6666666666667,200.0,NULL,50.953721990299606,50.953721990299606,19.0,nan,-0.22972972972973,nan,nan,nan,nan,4.0,15.0,5.0,9.0,118.0,12.0,15.0,118.0,159.0,70.0,79.0,100.0,114.0,84.0,106.0,109.0,0.277599970313076,nan,0.263508404970474,0.8599978593535104,0.6330115184185181,0.9978139544117408,nan,-0.7816207099750909,nan,0.5529206357332307,"NaN"
"C02","F88","933000120138343","F","9.0",1.2171404010257176,44.33333333333334,0.6666666666666666,17.3333333333333,22.0,55.0,155.5,NULL,94.46924580183152,94.46924580183152,19.0,4.0,nan,4.0,18.0,NULL,NULL,141.53846847050414,NULL,NULL,-0.2562817739533519,110.33333333333331,0.0,35.666666666666664,22.0,50.0,204.0,NULL,98.699109009149,98.699109009149,nan,nan,nan,56.0,-3.6666666666666696,3.6666666666667,2.8421709430404e-14,12.0,10.0,10.0,62.0,40.0,40.0,10.0,40.0,129.0,57.0,66.0,87.0,105.0,71.0,93.0,101.0,0.5809641872481243,0.7622886948193092,0.5010960104481212,0.1633072836154554,-0.18490482548533752,1.3107269336398444,nan,nan,nan,-0.21096630163741534,"NaN"
"C03","F318","933000120138650","F","2.0",0.7893013631185994,25.33333333333333,4.0,4.66666666666667,2.6666666666666696,14.0,300.0,NULL,169.936671129869,169.936671129869,6.666666666666668,9.333333333333334,1.0,nan,nan,NULL,NULL,nan,NULL,NULL,0.9953920101168278,150.66666666666666,3.0,93.0,12.666666666666698,21.0,166.666666666667,NULL,49.308558090458895,49.308558090458895,18.0,-0.3333333333333333,-0.448979591836735,77.0,-2.6666666666666665,1.333333333333334,-1.3333333333333326,10.0,13.0,11.0,40.0,77.0,50.0,13.0,77.0,176.0,80.0,89.0,111.0,125.0,95.0,117.0,122.0,0.494161563867146,nan,0.304031496678922,0.8991189301108781,0.6649627634151241,0.9978139544117408,nan,-0.183019497481335,nan,0.9558059925852018,"NaN"
"C04","F422","933000120138672","F","1.0",-0.3785155267906672,10.333333333333334,2.0,7.66666666666667,1.33333333333333,5.33333333333333,400.0,NULL,106.003246659133,106.003246659133,1.3333333333333333,0.0,0.666666666666667,nan,nan,NULL,NULL,nan,NULL,NULL,0.5109855494120831,131.0,0.6666666666666666,5.66666666666667,0.666666666666667,22.3333333333333,150.0,NULL,94.2379257523769,94.2379257523769,24.0,-0.25,1.05714285714286,56.0,-0.3333333333333333,3.0,2.6666666666666665,6.0,5.0,0.0,15.0,12.0,1.0,5.0,12.0,153.0,59.0,68.0,89.0,104.0,73.0,95.0,98.0,0.232046908109544,nan,0.534177769583954,0.2844090976592205,-0.12029476491863805,1.5193355864585802,nan,-0.25411295800425304,nan,-0.20231258794977394,"NaN"
